"ch_version","name","is_input","is_output"
"18.10.3","ODBCDriver2",0,1
"18.10.3","XML",0,1
"18.10.3","JSONCompact",0,1
"18.10.3","JSON",0,1
"18.10.3","Vertical",0,1
"18.10.3","PrettySpaceNoEscapes",0,1
"18.10.3","PrettyCompactMonoBlock",0,1
"18.10.3","PrettyNoEscapes",0,1
"18.10.3","PrettySpace",0,1
"18.10.3","PrettyCompact",0,1
"18.10.3","Pretty",0,1
"18.10.3","TSVWithNames",1,1
"18.10.3","TabSeparatedWithNames",1,1
"18.10.3","TSVRaw",0,1
"18.10.3","CapnProto",1,0
"18.10.3","TabSeparated",1,1
"18.10.3","Native",1,1
"18.10.3","Null",0,1
"18.10.3","CSV",1,1
"18.10.3","ODBCDriver",0,1
"18.10.3","RowBinary",1,1
"18.10.3","TabSeparatedWithNamesAndTypes",1,1
"18.10.3","PrettyCompactNoEscapes",0,1
"18.10.3","TSVWithNamesAndTypes",1,1
"18.10.3","TSKV",1,1
"18.10.3","TSV",1,1
"18.10.3","TabSeparatedRaw",0,1
"18.10.3","Values",1,1
"18.10.3","CSVWithNames",1,1
"18.10.3","JSONEachRow",1,1
