"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"24.3.6.27","AzureBlobStorage",1,0,0,1,0,0,0,0
"24.3.6.27","KeeperMap",0,0,0,1,0,0,0,1
"24.3.6.27","SQLite",0,0,0,0,0,0,0,0
"24.3.6.27","ExternalDistributed",0,0,0,0,0,0,0,0
"24.3.6.27","PostgreSQL",0,0,0,0,0,0,0,0
"24.3.6.27","NATS",1,0,0,0,0,0,0,0
"24.3.6.27","RabbitMQ",1,0,0,0,0,0,0,0
"24.3.6.27","Kafka",1,0,0,0,0,0,0,0
"24.3.6.27","MongoDB",0,0,0,0,0,0,0,0
"24.3.6.27","FileLog",1,0,0,0,0,0,0,0
"24.3.6.27","Dictionary",0,0,0,0,0,0,0,0
"24.3.6.27","MySQL",1,0,0,0,0,0,0,0
"24.3.6.27","S3Queue",1,0,0,0,0,0,0,0
"24.3.6.27","HDFS",0,0,0,1,0,0,0,0
"24.3.6.27","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"24.3.6.27","S3",1,0,0,1,0,0,0,0
"24.3.6.27","FuzzJSON",0,0,0,0,0,0,0,0
"24.3.6.27","OSS",1,0,0,1,0,0,0,0
"24.3.6.27","WindowView",0,0,0,0,0,0,0,0
"24.3.6.27","Distributed",1,0,0,0,0,0,0,1
"24.3.6.27","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"24.3.6.27","ExecutablePool",1,0,0,0,0,0,0,0
"24.3.6.27","COSN",1,0,0,1,0,0,0,0
"24.3.6.27","Iceberg",0,0,0,0,0,0,0,0
"24.3.6.27","MaterializedView",0,0,0,0,0,0,0,0
"24.3.6.27","View",0,0,0,0,0,0,0,0
"24.3.6.27","JDBC",0,0,0,0,0,0,0,0
"24.3.6.27","Join",1,0,0,0,0,0,0,0
"24.3.6.27","Executable",1,0,0,0,0,0,0,0
"24.3.6.27","Set",1,0,0,0,0,0,0,0
"24.3.6.27","Redis",0,0,0,1,0,0,0,1
"24.3.6.27","GenerateRandom",0,0,0,0,0,0,0,0
"24.3.6.27","LiveView",0,0,0,0,0,0,0,0
"24.3.6.27","MergeTree",1,1,1,1,1,0,0,1
"24.3.6.27","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"24.3.6.27","Memory",1,0,0,0,0,0,0,1
"24.3.6.27","Buffer",0,0,0,0,0,0,0,1
"24.3.6.27","URL",1,0,0,0,0,0,0,0
"24.3.6.27","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.3.6.27","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"24.3.6.27","Hive",1,0,0,1,0,0,0,0
"24.3.6.27","ReplacingMergeTree",1,1,1,1,1,0,0,1
"24.3.6.27","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"24.3.6.27","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"24.3.6.27","DeltaLake",0,0,0,0,0,0,0,0
"24.3.6.27","EmbeddedRocksDB",0,0,0,1,1,0,0,1
"24.3.6.27","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"24.3.6.27","File",1,0,0,0,0,0,0,0
"24.3.6.27","TinyLog",1,0,0,0,0,0,0,0
"24.3.6.27","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"24.3.6.27","SummingMergeTree",1,1,1,1,1,0,0,1
"24.3.6.27","Hudi",0,0,0,0,0,0,0,0
"24.3.6.27","GraphiteMergeTree",1,1,1,1,1,0,0,1
"24.3.6.27","CollapsingMergeTree",1,1,1,1,1,0,0,1
"24.3.6.27","Merge",0,0,0,0,0,0,0,0
"24.3.6.27","AggregatingMergeTree",1,1,1,1,1,0,0,1
"24.3.6.27","ODBC",0,0,0,0,0,0,0,0
"24.3.6.27","Null",0,0,0,0,0,0,0,1
"24.3.6.27","StripeLog",1,0,0,0,0,0,0,0
"24.3.6.27","Log",1,0,0,0,0,0,0,0
