"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.8.5.45","RabbitMQ",1,0,0,0,0,0
"20.8.5.45","Kafka",1,0,0,0,0,0
"20.8.5.45","MySQL",0,0,0,0,0,0
"20.8.5.45","HDFS",0,0,0,0,0,0
"20.8.5.45","S3",0,0,0,0,0,0
"20.8.5.45","MaterializedView",0,0,0,0,0,0
"20.8.5.45","View",0,0,0,0,0,0
"20.8.5.45","JDBC",0,0,0,0,0,0
"20.8.5.45","Join",1,0,0,0,0,0
"20.8.5.45","Set",0,0,0,0,0,0
"20.8.5.45","Dictionary",0,0,0,0,0,0
"20.8.5.45","GenerateRandom",0,0,0,0,0,0
"20.8.5.45","LiveView",0,0,0,0,0,0
"20.8.5.45","MergeTree",1,1,1,1,0,0
"20.8.5.45","Memory",0,0,0,0,0,0
"20.8.5.45","Buffer",0,0,0,0,0,0
"20.8.5.45","MongoDB",0,0,0,0,0,0
"20.8.5.45","URL",0,0,0,0,0,0
"20.8.5.45","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.8.5.45","ReplacingMergeTree",1,1,1,1,0,0
"20.8.5.45","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.8.5.45","COSN",0,0,0,0,0,0
"20.8.5.45","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.8.5.45","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.8.5.45","File",0,0,0,0,0,0
"20.8.5.45","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.8.5.45","ReplicatedMergeTree",1,1,1,1,1,1
"20.8.5.45","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.8.5.45","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.8.5.45","SummingMergeTree",1,1,1,1,0,0
"20.8.5.45","Distributed",0,0,0,0,0,0
"20.8.5.45","TinyLog",1,0,0,0,0,0
"20.8.5.45","GraphiteMergeTree",1,1,1,1,0,0
"20.8.5.45","CollapsingMergeTree",1,1,1,1,0,0
"20.8.5.45","Merge",0,0,0,0,0,0
"20.8.5.45","AggregatingMergeTree",1,1,1,1,0,0
"20.8.5.45","ODBC",0,0,0,0,0,0
"20.8.5.45","Null",0,0,0,0,0,0
"20.8.5.45","StripeLog",1,0,0,0,0,0
"20.8.5.45","Log",1,0,0,0,0,0
