"ch_version","name","value"
"23.3.16.7","VERSION_FULL","ClickHouse 23.3.16.7"
"23.3.16.7","VERSION_DESCRIBE","v23.3.16.7-stable"
"23.3.16.7","VERSION_INTEGER","23003016"
"23.3.16.7","SYSTEM","Linux"
"23.3.16.7","VERSION_GITHASH","fb4125cc92af355f1839d5c8ae661af21aa7fed1"
"23.3.16.7","VERSION_REVISION","54472"
"23.3.16.7","VERSION_DATE",""
"23.3.16.7","BUILD_TYPE","RelWithDebInfo"
"23.3.16.7","SYSTEM_PROCESSOR","x86_64"
"23.3.16.7","CMAKE_VERSION","3.27.7"
"23.3.16.7","C_COMPILER","/usr/bin/clang-15"
"23.3.16.7","C_COMPILER_VERSION","15.0.7"
"23.3.16.7","CXX_COMPILER","/usr/bin/clang++-15"
"23.3.16.7","CXX_COMPILER_VERSION","15.0.7"
"23.3.16.7","C_FLAGS"," --gcc-toolchain=./cmake/linux/../../contrib/sysroot/linux-x86_64 -fdiagnostics-color=always -Xclang -fuse-ctor-homing  -gdwarf-aranges -pipe -mssse3 -msse4.1 -msse4.2 -mpclmul -mpopcnt -fasynchronous-unwind-tables -ffile-prefix-map=.=. -ftime-trace -falign-functions=32 -mbranches-within-32B-boundaries  -fdiagnostics-absolute-paths -fexperimental-new-pass-manager -Wframe-larger-than=65536 -Weverything -Wpedantic -Wno-zero-length-array -Wno-c++98-compat-pedantic -Wno-c++98-compat -Wno-c++20-compat -Wno-sign-conversion -Wno-implicit-int-conversion -Wno-implicit-int-float-conversion -Wno-ctad-maybe-unsupported -Wno-disabled-macro-expansion -Wno-documentation-unknown-command -Wno-double-promotion -Wno-exit-time-destructors -Wno-float-equal -Wno-global-constructors -Wno-missing-prototypes -Wno-missing-variable-declarations -Wno-padded -Wno-switch-enum -Wno-undefined-func-template -Wno-unused-template -Wno-vla -Wno-weak-template-vtables -Wno-weak-vtables -Wno-thread-safety-negative -O2 -g -DNDEBUG -O3 -g -gdwarf-4  -flto=thin -fwhole-program-vtables -fno-pie"
"23.3.16.7","CXX_FLAGS"," --gcc-toolchain=./cmake/linux/../../contrib/sysroot/linux-x86_64 -std=c++20 -fdiagnostics-color=always -Xclang -fuse-ctor-homing -fsized-deallocation  -gdwarf-aranges -pipe -mssse3 -msse4.1 -msse4.2 -mpclmul -mpopcnt -fasynchronous-unwind-tables -ffile-prefix-map=.=. -ftime-trace -falign-functions=32 -mbranches-within-32B-boundaries -fdiagnostics-absolute-paths -fstrict-vtable-pointers -fexperimental-new-pass-manager -Wall -Wextra -Wframe-larger-than=65536 -Weverything -Wpedantic -Wno-zero-length-array -Wno-c++98-compat-pedantic -Wno-c++98-compat -Wno-c++20-compat -Wno-sign-conversion -Wno-implicit-int-conversion -Wno-implicit-int-float-conversion -Wno-ctad-maybe-unsupported -Wno-disabled-macro-expansion -Wno-documentation-unknown-command -Wno-double-promotion -Wno-exit-time-destructors -Wno-float-equal -Wno-global-constructors -Wno-missing-prototypes -Wno-missing-variable-declarations -Wno-padded -Wno-switch-enum -Wno-undefined-func-template -Wno-unused-template -Wno-vla -Wno-weak-template-vtables -Wno-weak-vtables -Wno-thread-safety-negative -O2 -g -DNDEBUG -O3 -g -gdwarf-4  -flto=thin -fwhole-program-vtables -fno-pie"
"23.3.16.7","LINK_FLAGS"," --gcc-toolchain=./cmake/linux/../../contrib/sysroot/linux-x86_64 --ld-path=.._docker/ld.lld -rdynamic -Wl,--gdb-index -Wl,--build-id=sha1 -no-pie -Wl,-no-pie  -flto=thin -fwhole-program-vtables"
"23.3.16.7","BUILD_COMPILE_DEFINITIONS",""
"23.3.16.7","USE_EMBEDDED_COMPILER","1"
"23.3.16.7","USE_GLIBC_COMPATIBILITY","ON"
"23.3.16.7","USE_JEMALLOC","ON"
"23.3.16.7","USE_UNWIND","ON"
"23.3.16.7","USE_ICU","1"
"23.3.16.7","USE_H3","1"
"23.3.16.7","USE_MYSQL","1"
"23.3.16.7","USE_RDKAFKA","1"
"23.3.16.7","USE_CAPNP","1"
"23.3.16.7","USE_BASE64","1"
"23.3.16.7","USE_HDFS","1"
"23.3.16.7","USE_SNAPPY","1"
"23.3.16.7","USE_PARQUET","1"
"23.3.16.7","USE_PROTOBUF","1"
"23.3.16.7","USE_BROTLI","1"
"23.3.16.7","USE_SSL","1"
"23.3.16.7","OPENSSL_VERSION","1.1.1g"
"23.3.16.7","OPENSSL_IS_BORING_SSL","1"
"23.3.16.7","USE_VECTORSCAN","ON"
"23.3.16.7","USE_SIMDJSON","1"
