"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication"
"20.9.7.11","RabbitMQ",1,0,0,0,0,0
"20.9.7.11","Kafka",1,0,0,0,0,0
"20.9.7.11","MySQL",0,0,0,0,0,0
"20.9.7.11","HDFS",0,0,0,0,0,0
"20.9.7.11","S3",0,0,0,0,0,0
"20.9.7.11","MaterializedView",0,0,0,0,0,0
"20.9.7.11","View",0,0,0,0,0,0
"20.9.7.11","JDBC",0,0,0,0,0,0
"20.9.7.11","Join",1,0,0,0,0,0
"20.9.7.11","Set",0,0,0,0,0,0
"20.9.7.11","Dictionary",0,0,0,0,0,0
"20.9.7.11","GenerateRandom",0,0,0,0,0,0
"20.9.7.11","LiveView",0,0,0,0,0,0
"20.9.7.11","MergeTree",1,1,1,1,0,0
"20.9.7.11","Memory",0,0,0,0,0,0
"20.9.7.11","Buffer",0,0,0,0,0,0
"20.9.7.11","MongoDB",0,0,0,0,0,0
"20.9.7.11","URL",0,0,0,0,0,0
"20.9.7.11","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1
"20.9.7.11","ReplacingMergeTree",1,1,1,1,0,0
"20.9.7.11","ReplicatedSummingMergeTree",1,1,1,1,1,1
"20.9.7.11","COSN",0,0,0,0,0,0
"20.9.7.11","ReplicatedAggregatingMergeTree",1,1,1,1,1,1
"20.9.7.11","ReplicatedCollapsingMergeTree",1,1,1,1,1,1
"20.9.7.11","File",0,0,0,0,0,0
"20.9.7.11","ReplicatedGraphiteMergeTree",1,1,1,1,1,1
"20.9.7.11","ReplicatedMergeTree",1,1,1,1,1,1
"20.9.7.11","ReplicatedReplacingMergeTree",1,1,1,1,1,1
"20.9.7.11","VersionedCollapsingMergeTree",1,1,1,1,0,0
"20.9.7.11","SummingMergeTree",1,1,1,1,0,0
"20.9.7.11","Distributed",0,0,0,0,0,0
"20.9.7.11","TinyLog",1,0,0,0,0,0
"20.9.7.11","GraphiteMergeTree",1,1,1,1,0,0
"20.9.7.11","CollapsingMergeTree",1,1,1,1,0,0
"20.9.7.11","Merge",0,0,0,0,0,0
"20.9.7.11","AggregatingMergeTree",1,1,1,1,0,0
"20.9.7.11","ODBC",0,0,0,0,0,0
"20.9.7.11","Null",0,0,0,0,0,0
"20.9.7.11","StripeLog",1,0,0,0,0,0
"20.9.7.11","Log",1,0,0,0,0,0
