"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting"
"23.12.6.19","Npy",1,0,0,0
"23.12.6.19","ParquetMetadata",1,0,1,0
"23.12.6.19","Prometheus",0,1,0,0
"23.12.6.19","CSVWithNamesAndTypes",1,1,1,1
"23.12.6.19","CapnProto",1,1,0,0
"23.12.6.19","PostgreSQLWire",0,1,0,0
"23.12.6.19","RowBinaryWithDefaults",1,0,0,0
"23.12.6.19","PrettyNoEscapesMonoBlock",0,1,0,0
"23.12.6.19","MySQLWire",0,1,0,0
"23.12.6.19","JSONEachRowWithProgress",0,1,0,0
"23.12.6.19","TSKV",1,1,1,1
"23.12.6.19","Markdown",0,1,0,1
"23.12.6.19","ODBCDriver2",0,1,0,0
"23.12.6.19","PrettySpaceNoEscapes",0,1,0,1
"23.12.6.19","PrettySpace",0,1,0,1
"23.12.6.19","Parquet",1,1,1,0
"23.12.6.19","PrettyCompactMonoBlock",0,1,0,0
"23.12.6.19","TabSeparatedWithNamesAndTypes",1,1,1,1
"23.12.6.19","PrettyCompactNoEscapes",0,1,0,1
"23.12.6.19","PrettyNDJSON",0,1,0,1
"23.12.6.19","JSONStringsEachRowWithProgress",0,1,0,0
"23.12.6.19","PrettyMonoBlock",0,1,0,0
"23.12.6.19","LineAsString",1,1,1,1
"23.12.6.19","ArrowStream",1,1,0,0
"23.12.6.19","TSV",1,1,1,1
"23.12.6.19","Avro",1,1,0,0
"23.12.6.19","AvroConfluent",1,0,0,0
"23.12.6.19","ORC",1,1,0,0
"23.12.6.19","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0
"23.12.6.19","CustomSeparatedIgnoreSpaces",1,0,0,0
"23.12.6.19","TabSeparatedRawWithNamesAndTypes",1,1,1,1
"23.12.6.19","CustomSeparatedWithNames",1,1,0,1
"23.12.6.19","RawBLOB",1,1,0,0
"23.12.6.19","TemplateIgnoreSpaces",1,0,0,0
"23.12.6.19","MsgPack",1,1,0,1
"23.12.6.19","Template",1,1,0,0
"23.12.6.19","ProtobufSingle",1,1,0,0
"23.12.6.19","Protobuf",1,1,0,0
"23.12.6.19","XML",0,1,0,1
"23.12.6.19","JSONColumnsWithMetadata",1,1,0,0
"23.12.6.19","JSONCompactColumns",1,1,0,0
"23.12.6.19","JSONColumns",1,1,0,0
"23.12.6.19","JSONObjectEachRow",1,1,0,1
"23.12.6.19","JSONStringsEachRow",1,1,1,1
"23.12.6.19","PrettyCompactNoEscapesMonoBlock",0,1,0,0
"23.12.6.19","PrettyNoEscapes",0,1,0,1
"23.12.6.19","JSONCompactStrings",0,1,0,1
"23.12.6.19","JSONCompact",1,1,0,1
"23.12.6.19","Null",0,1,0,0
"23.12.6.19","JSONStrings",0,1,0,1
"23.12.6.19","LineAsStringWithNamesAndTypes",0,1,0,1
"23.12.6.19","RowBinaryWithNamesAndTypes",1,1,0,1
"23.12.6.19","RowBinary",1,1,0,1
"23.12.6.19","DWARF",1,0,1,0
"23.12.6.19","Native",1,1,0,0
"23.12.6.19","LineAsStringWithNames",0,1,0,1
"23.12.6.19","TSVWithNames",1,1,1,1
"23.12.6.19","BSONEachRow",1,1,1,1
"23.12.6.19","Vertical",0,1,0,1
"23.12.6.19","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1
"23.12.6.19","PrettySpaceMonoBlock",0,1,0,0
"23.12.6.19","PrettyCompact",0,1,0,1
"23.12.6.19","RowBinaryWithNames",1,1,0,1
"23.12.6.19","Arrow",1,1,0,0
"23.12.6.19","TabSeparatedWithNames",1,1,1,1
"23.12.6.19","JSONCompactStringsEachRowWithNames",1,1,1,1
"23.12.6.19","PrettyJSONLines",0,1,0,1
"23.12.6.19","HiveText",1,0,1,0
"23.12.6.19","PrettySpaceNoEscapesMonoBlock",0,1,0,0
"23.12.6.19","TabSeparatedRawWithNames",1,1,1,1
"23.12.6.19","JSONAsString",1,0,1,0
"23.12.6.19","JSONCompactStringsEachRow",1,1,1,1
"23.12.6.19","CustomSeparated",1,1,0,1
"23.12.6.19","JSONCompactEachRow",1,1,1,1
"23.12.6.19","TSVRawWithNamesAndTypes",1,1,1,1
"23.12.6.19","TSVWithNamesAndTypes",1,1,1,1
"23.12.6.19","NDJSON",1,1,1,1
"23.12.6.19","JSONAsObject",1,0,1,0
"23.12.6.19","SQLInsert",0,1,0,0
"23.12.6.19","PrettyJSONEachRow",0,1,0,1
"23.12.6.19","JSONLines",1,1,1,1
"23.12.6.19","CustomSeparatedWithNamesAndTypes",1,1,0,1
"23.12.6.19","ProtobufList",1,1,0,0
"23.12.6.19","JSON",1,1,0,1
"23.12.6.19","One",1,0,0,0
"23.12.6.19","Pretty",0,1,0,1
"23.12.6.19","MySQLDump",1,0,0,0
"23.12.6.19","TSVRawWithNames",1,1,1,1
"23.12.6.19","CSVWithNames",1,1,1,1
"23.12.6.19","Regexp",1,0,1,0
"23.12.6.19","TabSeparated",1,1,1,1
"23.12.6.19","CSV",1,1,1,1
"23.12.6.19","JSONCompactEachRowWithNames",1,1,1,1
"23.12.6.19","TSVRaw",1,1,1,1
"23.12.6.19","Values",1,1,0,1
"23.12.6.19","JSONCompactEachRowWithNamesAndTypes",1,1,1,1
"23.12.6.19","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0
"23.12.6.19","TabSeparatedRaw",1,1,1,1
"23.12.6.19","JSONEachRow",1,1,1,1
