"ch_version","name","description","allow_readonly"
"26.1.11.9","s3","The table function can be used to read the data stored on AWS S3.",0
"26.1.11.9","timeSeriesMetrics","Provides direct access to the 'metrics' target table for a specified TimeSeries table.",0
"26.1.11.9","fuzzQuery","Perturbs a query string with random variations.",1
"26.1.11.9","timeSeriesData","Provides direct access to the 'data' target table for a specified TimeSeries table.",0
"26.1.11.9","mergeTreeProjection","Reading directly from MergeTree projection",1
"26.1.11.9","format","
Extracts table structure from data and parses it according to specified input format.
Syntax: `format(format_name, data)`.
Parameters:
    - `format_name` - the format of the data.
    - `data ` - String literal or constant expression that returns a string containing data in specified format.
Returned value: A table with data parsed from `data` argument according specified format and extracted schema.
",0
"26.1.11.9","paimonAzure","The table function can be used to read the Paimon table stored on Azure object store.",0
"26.1.11.9","loop","The table function can be used to continuously output query results in an infinite loop.",0
"26.1.11.9","postgresql","",0
"26.1.11.9","clusterAllReplicas","",1
"26.1.11.9","viewIfPermitted","",1
"26.1.11.9","view","",1
"26.1.11.9","jdbc","",0
"26.1.11.9","timeSeriesTags","Provides direct access to the 'tags' target table for a specified TimeSeries table.",0
"26.1.11.9","hdfs","The table function can be used to read the data stored on HDFS virtual filesystem.",0
"26.1.11.9","hive","",0
"26.1.11.9","dictionary","",0
"26.1.11.9","mergeTreeAnalyzeIndexesUUID","Internal function for index analysis",1
"26.1.11.9","numbers_mt","",1
"26.1.11.9","mergeTreeIndex","Represents the contents of index and marks files of MergeTree tables. It can be used for introspection",1
"26.1.11.9","paimonS3","The table function can be used to read the Paimon table stored on S3 object store.",0
"26.1.11.9","generateRandom","",1
"26.1.11.9","merge","Creates a temporary Merge table. The structure will be derived from underlying tables by using a union of their columns and by deriving common types.",1
"26.1.11.9","url","",0
"26.1.11.9","zeros_mt","
                Generates a stream of zeros (a table with one column 'zero' of type 'UInt8') of specified size.
                This table function is used in performance tests, where you want to spend as little time as possible to data generation while testing some other parts of queries.
                In contrast to the `zeros`, this table function is using multiple threads for data generation, according to the `max_threads` setting.
                Example:
                [example:1]
                This query will test the speed of `randomPrintableASCII` function using multiple threads.
                See also the `system.zeros` table.",0
"26.1.11.9","executable","",0
"26.1.11.9","fuzzJSON","Perturbs a JSON string with random variations.",1
"26.1.11.9","deltaLakeS3","The table function can be used to read the DeltaLake table stored on S3.",0
"26.1.11.9","urlCluster","",0
"26.1.11.9","fileCluster","This table function is used for distributed reading of files in cluster nodes filesystems.",0
"26.1.11.9","values","",1
"26.1.11.9","file","",0
"26.1.11.9","timeSeriesSelector","Reads time series from a specified TimeSeries table.",0
"26.1.11.9","redis","",0
"26.1.11.9","zeros","
                Generates a stream of zeros (a table with one column 'zero' of type 'UInt8') of specified size.
                This table function is used in performance tests, where you want to spend as little time as possible to data generation while testing some other parts of queries.
                In contrast to the `zeros_mt`, this table function is using single thread for data generation.
                Example:
                [example:1]
                This query will test the speed of `randomPrintableASCII` function using single thread.
                See also the `system.zeros_mt` table.",0
"26.1.11.9","mergeTreeAnalyzeIndexes","Internal function for index analysis",1
"26.1.11.9","input","",0
"26.1.11.9","mysql","",0
"26.1.11.9","odbc","",0
"26.1.11.9","generateSeries","",1
"26.1.11.9","mongodb","Allows get data from MongoDB collection.",0
"26.1.11.9","generate_series","",1
"26.1.11.9","prometheusQuery","Evaluates a prometheus query using data from a specified TimeSeries table.",0
"26.1.11.9","deltaLake","The table function can be used to read the DeltaLake table stored on S3, alias of deltaLakeS3.",0
"26.1.11.9","sqlite","",0
"26.1.11.9","arrowFlight","Allows to perform queries on data exposed via an Apache Arrow Flight server.",0
"26.1.11.9","cluster","",1
"26.1.11.9","paimonCluster","The table function can be used to read the Paimon table stored on store from disk in parallel for many nodes in a specified cluster.",0
"26.1.11.9","remoteSecure","",0
"26.1.11.9","numbers","",1
"26.1.11.9","azureBlobStorage","The table function can be used to read the data stored on Azure Blob Storage.",0
"26.1.11.9","prometheusQueryRange","Evaluates a prometheus query using data from a specified TimeSeries table over a range of timestamps.",0
"26.1.11.9","viewExplain","
                Returns result of EXPLAIN query.
                The function should not be called directly but can be invoked via `SELECT * FROM (EXPLAIN <query>)`.
                You can use this query to process the result of EXPLAIN further using SQL (e.g., in tests).
                Example:
                [example:1]
                ",0
"26.1.11.9","null","",1
"26.1.11.9","remote","",0
"26.1.11.9","arrowflight","Allows to perform queries on data exposed via an Apache Arrow Flight server.",0
