"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.11.3.6","SQLite",0,0,0,0,0,0,0,0
"21.11.3.6","RabbitMQ",1,0,0,0,0,0,0,0
"21.11.3.6","PostgreSQL",0,0,0,0,0,0,0,0
"21.11.3.6","Dictionary",0,0,0,0,0,0,0,0
"21.11.3.6","MySQL",1,0,0,0,0,0,0,0
"21.11.3.6","FileLog",1,0,0,0,0,0,0,0
"21.11.3.6","Kafka",1,0,0,0,0,0,0,0
"21.11.3.6","HDFS",0,0,0,0,0,0,0,0
"21.11.3.6","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"21.11.3.6","S3",1,0,0,0,0,0,0,0
"21.11.3.6","Distributed",1,0,0,0,0,0,0,1
"21.11.3.6","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"21.11.3.6","ExecutablePool",0,0,0,0,0,0,0,0
"21.11.3.6","MaterializedView",0,0,0,0,0,0,0,0
"21.11.3.6","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"21.11.3.6","EmbeddedRocksDB",0,0,0,1,0,0,0,1
"21.11.3.6","View",0,0,0,0,0,0,0,0
"21.11.3.6","JDBC",0,0,0,0,0,0,0,0
"21.11.3.6","Join",1,0,0,0,0,0,0,0
"21.11.3.6","ExternalDistributed",0,0,0,0,0,0,0,0
"21.11.3.6","Executable",0,0,0,0,0,0,0,0
"21.11.3.6","Set",1,0,0,0,0,0,0,0
"21.11.3.6","GenerateRandom",0,0,0,0,0,0,0,0
"21.11.3.6","LiveView",0,0,0,0,0,0,0,0
"21.11.3.6","MergeTree",1,1,1,1,1,0,0,1
"21.11.3.6","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"21.11.3.6","Memory",1,0,0,0,0,0,0,1
"21.11.3.6","Buffer",0,0,0,0,0,0,0,1
"21.11.3.6","MongoDB",0,0,0,0,0,0,0,0
"21.11.3.6","URL",1,0,0,0,0,0,0,0
"21.11.3.6","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"21.11.3.6","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"21.11.3.6","ReplacingMergeTree",1,1,1,1,1,0,0,1
"21.11.3.6","COSN",1,0,0,0,0,0,0,0
"21.11.3.6","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"21.11.3.6","File",1,0,0,0,0,0,0,0
"21.11.3.6","TinyLog",1,0,0,0,0,0,0,0
"21.11.3.6","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"21.11.3.6","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"21.11.3.6","SummingMergeTree",1,1,1,1,1,0,0,1
"21.11.3.6","GraphiteMergeTree",1,1,1,1,1,0,0,1
"21.11.3.6","CollapsingMergeTree",1,1,1,1,1,0,0,1
"21.11.3.6","Merge",0,0,0,0,0,0,0,0
"21.11.3.6","AggregatingMergeTree",1,1,1,1,1,0,0,1
"21.11.3.6","ODBC",0,0,0,0,0,0,0,0
"21.11.3.6","Null",0,0,0,0,0,0,0,1
"21.11.3.6","StripeLog",1,0,0,0,0,0,0,0
"21.11.3.6","Log",1,0,0,0,0,0,0,0
