"ch_version","name"
"19.14.3.3","af"
"19.14.3.3","am"
"19.14.3.3","ar"
"19.14.3.3","as"
"19.14.3.3","az"
"19.14.3.3","be"
"19.14.3.3","bg"
"19.14.3.3","bn"
"19.14.3.3","bo"
"19.14.3.3","bs"
"19.14.3.3","bs_Cyrl"
"19.14.3.3","ca"
"19.14.3.3","chr"
"19.14.3.3","cs"
"19.14.3.3","cy"
"19.14.3.3","da"
"19.14.3.3","de"
"19.14.3.3","de_AT"
"19.14.3.3","dsb"
"19.14.3.3","dz"
"19.14.3.3","ee"
"19.14.3.3","el"
"19.14.3.3","en"
"19.14.3.3","en_US"
"19.14.3.3","en_US_POSIX"
"19.14.3.3","eo"
"19.14.3.3","es"
"19.14.3.3","et"
"19.14.3.3","fa"
"19.14.3.3","fa_AF"
"19.14.3.3","fi"
"19.14.3.3","fil"
"19.14.3.3","fo"
"19.14.3.3","fr"
"19.14.3.3","fr_CA"
"19.14.3.3","ga"
"19.14.3.3","gl"
"19.14.3.3","gu"
"19.14.3.3","ha"
"19.14.3.3","haw"
"19.14.3.3","he"
"19.14.3.3","hi"
"19.14.3.3","hr"
"19.14.3.3","hsb"
"19.14.3.3","hu"
"19.14.3.3","hy"
"19.14.3.3","id"
"19.14.3.3","ig"
"19.14.3.3","is"
"19.14.3.3","it"
"19.14.3.3","ja"
"19.14.3.3","ka"
"19.14.3.3","kk"
"19.14.3.3","kl"
"19.14.3.3","km"
"19.14.3.3","kn"
"19.14.3.3","ko"
"19.14.3.3","kok"
"19.14.3.3","ky"
"19.14.3.3","lb"
"19.14.3.3","lkt"
"19.14.3.3","ln"
"19.14.3.3","lo"
"19.14.3.3","lt"
"19.14.3.3","lv"
"19.14.3.3","mk"
"19.14.3.3","ml"
"19.14.3.3","mn"
"19.14.3.3","mr"
"19.14.3.3","ms"
"19.14.3.3","mt"
"19.14.3.3","my"
"19.14.3.3","nb"
"19.14.3.3","ne"
"19.14.3.3","nl"
"19.14.3.3","nn"
"19.14.3.3","om"
"19.14.3.3","or"
"19.14.3.3","pa"
"19.14.3.3","pl"
"19.14.3.3","ps"
"19.14.3.3","pt"
"19.14.3.3","ro"
"19.14.3.3","ru"
"19.14.3.3","se"
"19.14.3.3","si"
"19.14.3.3","sk"
"19.14.3.3","sl"
"19.14.3.3","smn"
"19.14.3.3","sq"
"19.14.3.3","sr"
"19.14.3.3","sr_Latn"
"19.14.3.3","sv"
"19.14.3.3","sw"
"19.14.3.3","ta"
"19.14.3.3","te"
"19.14.3.3","th"
"19.14.3.3","to"
"19.14.3.3","tr"
"19.14.3.3","ug"
"19.14.3.3","uk"
"19.14.3.3","ur"
"19.14.3.3","uz"
"19.14.3.3","vi"
"19.14.3.3","wae"
"19.14.3.3","wo"
"19.14.3.3","yi"
"19.14.3.3","yo"
"19.14.3.3","zh"
"19.14.3.3","zh_Hant"
"19.14.3.3","zu"
