"ch_version","name","is_input","is_output","supports_parallel_parsing","supports_parallel_formatting","is_tty_friendly"
"25.6.11.18","One",1,0,0,0,1
"25.6.11.18","ParquetMetadata",1,0,1,0,1
"25.6.11.18","MySQLDump",1,0,0,0,1
"25.6.11.18","CapnProto",1,1,0,0,0
"25.6.11.18","PostgreSQLWire",0,1,0,0,0
"25.6.11.18","TSV",1,1,1,1,1
"25.6.11.18","PrettyCompactMonoBlock",0,1,0,0,1
"25.6.11.18","JSONEachRowWithProgress",0,1,0,0,1
"25.6.11.18","JSONCompactStrings",0,1,0,1,1
"25.6.11.18","JSONStringsEachRowWithProgress",0,1,0,0,1
"25.6.11.18","Vertical",0,1,0,1,1
"25.6.11.18","PrettySpaceNoEscapesMonoBlock",0,1,0,0,1
"25.6.11.18","Null",0,1,0,0,1
"25.6.11.18","PrettySpaceNoEscapes",0,1,0,0,1
"25.6.11.18","Markdown",0,1,0,1,1
"25.6.11.18","Form",1,0,0,0,1
"25.6.11.18","ODBCDriver2",0,1,0,0,0
"25.6.11.18","PrettySpaceMonoBlock",0,1,0,0,1
"25.6.11.18","PrettyCompactNoEscapesMonoBlock",0,1,0,0,1
"25.6.11.18","PrettyCompactNoEscapes",0,1,0,0,1
"25.6.11.18","JSONStringsEachRow",1,1,1,1,1
"25.6.11.18","PrettyCompact",0,1,0,0,1
"25.6.11.18","DWARF",1,0,1,0,1
"25.6.11.18","Values",1,1,0,1,1
"25.6.11.18","PrettyNoEscapesMonoBlock",0,1,0,0,1
"25.6.11.18","PrettyNoEscapes",0,1,0,0,1
"25.6.11.18","PrettyMonoBlock",0,1,0,0,1
"25.6.11.18","AvroConfluent",1,0,0,0,1
"25.6.11.18","RawBLOB",1,1,0,0,1
"25.6.11.18","Parquet",1,1,1,0,0
"25.6.11.18","JSONCompactEachRowWithProgress",0,1,0,0,1
"25.6.11.18","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0,0,0,1
"25.6.11.18","CustomSeparatedIgnoreSpacesWithNames",1,0,0,0,1
"25.6.11.18","CustomSeparatedWithNamesAndTypes",1,1,0,1,1
"25.6.11.18","PrettySpace",0,1,0,0,1
"25.6.11.18","Arrow",1,1,0,0,0
"25.6.11.18","JSONAsString",1,0,1,0,1
"25.6.11.18","CustomSeparatedWithNames",1,1,0,1,1
"25.6.11.18","CustomSeparated",1,1,0,1,1
"25.6.11.18","BSONEachRow",1,1,1,1,0
"25.6.11.18","Template",1,1,0,0,1
"25.6.11.18","XML",0,1,0,1,1
"25.6.11.18","ProtobufList",1,1,0,0,0
"25.6.11.18","ProtobufSingle",1,1,0,0,0
"25.6.11.18","JSONColumnsWithMetadata",1,1,0,0,1
"25.6.11.18","TSVRawWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","Npy",1,1,0,0,0
"25.6.11.18","TemplateIgnoreSpaces",1,0,0,0,1
"25.6.11.18","JSONCompactColumns",1,1,0,0,1
"25.6.11.18","JSONColumns",1,1,0,0,1
"25.6.11.18","ArrowStream",1,1,0,0,0
"25.6.11.18","JSONObjectEachRow",1,1,0,1,1
"25.6.11.18","NDJSON",1,1,1,1,1
"25.6.11.18","PrettyNDJSON",0,1,0,1,1
"25.6.11.18","LineAsStringWithNamesAndTypes",0,1,0,1,1
"25.6.11.18","PrettyJSONLines",0,1,0,1,1
"25.6.11.18","CSVWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","ORC",1,1,1,0,0
"25.6.11.18","Protobuf",1,1,0,0,0
"25.6.11.18","PrettyJSONEachRow",0,1,0,1,1
"25.6.11.18","JSONStrings",0,1,0,1,1
"25.6.11.18","JSON",1,1,0,1,1
"25.6.11.18","RawWithNames",1,1,1,1,1
"25.6.11.18","MsgPack",1,1,0,1,0
"25.6.11.18","LineAsStringWithNames",0,1,0,1,1
"25.6.11.18","JSONCompactStringsEachRowWithProgress",0,1,0,0,1
"25.6.11.18","LineAsString",1,1,1,1,1
"25.6.11.18","RowBinaryWithNames",1,1,0,1,0
"25.6.11.18","RowBinary",1,1,0,1,0
"25.6.11.18","SQLInsert",0,1,0,0,1
"25.6.11.18","Native",1,1,0,0,0
"25.6.11.18","Prometheus",0,1,0,0,1
"25.6.11.18","TSVRaw",1,1,1,1,1
"25.6.11.18","JSONLines",1,1,1,1,1
"25.6.11.18","CustomSeparatedIgnoreSpaces",1,0,0,0,1
"25.6.11.18","JSONAsObject",1,0,1,0,1
"25.6.11.18","HiveText",1,0,1,0,1
"25.6.11.18","RowBinaryWithDefaults",1,0,0,0,1
"25.6.11.18","JSONCompactStringsEachRowWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","RawWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","JSONCompactStringsEachRow",1,1,1,1,1
"25.6.11.18","TabSeparatedWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","JSONCompactStringsEachRowWithNames",1,1,1,1,1
"25.6.11.18","JSONCompactEachRowWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","JSONCompactEachRow",1,1,1,1,1
"25.6.11.18","TSKV",1,1,1,1,1
"25.6.11.18","Avro",1,1,0,0,0
"25.6.11.18","JSONEachRow",1,1,1,1,1
"25.6.11.18","Pretty",0,1,0,0,1
"25.6.11.18","TSVRawWithNames",1,1,1,1,1
"25.6.11.18","TabSeparatedRaw",1,1,1,1,1
"25.6.11.18","Regexp",1,0,1,0,1
"25.6.11.18","TabSeparatedRawWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","MySQLWire",0,1,0,0,0
"25.6.11.18","CSVWithNames",1,1,1,1,1
"25.6.11.18","Raw",1,1,1,1,1
"25.6.11.18","TabSeparatedRawWithNames",1,1,1,1,1
"25.6.11.18","RowBinaryWithNamesAndTypes",1,1,0,1,0
"25.6.11.18","JSONCompact",1,1,0,1,1
"25.6.11.18","CSV",1,1,1,1,1
"25.6.11.18","JSONCompactEachRowWithNames",1,1,1,1,1
"25.6.11.18","TSVWithNamesAndTypes",1,1,1,1,1
"25.6.11.18","TabSeparatedWithNames",1,1,1,1,1
"25.6.11.18","TabSeparated",1,1,1,1,1
"25.6.11.18","TSVWithNames",1,1,1,1,1
