"ch_version","name","is_input","is_output"
"21.9.4.35","CapnProto",1,0
"21.9.4.35","PostgreSQLWire",0,1
"21.9.4.35","MySQLWire",0,1
"21.9.4.35","JSONStringsEachRowWithProgress",0,1
"21.9.4.35","JSONEachRowWithProgress",0,1
"21.9.4.35","JSONCompact",0,1
"21.9.4.35","JSON",0,1
"21.9.4.35","CSV",1,1
"21.9.4.35","Vertical",0,1
"21.9.4.35","ODBCDriver2",0,1
"21.9.4.35","PrettySpaceNoEscapes",0,1
"21.9.4.35","Pretty",0,1
"21.9.4.35","JSONCompactStrings",0,1
"21.9.4.35","PrettyNoEscapes",0,1
"21.9.4.35","ArrowStream",1,1
"21.9.4.35","TabSeparatedWithNames",1,1
"21.9.4.35","Parquet",1,1
"21.9.4.35","Arrow",1,1
"21.9.4.35","PrettyCompact",0,1
"21.9.4.35","AvroConfluent",1,0
"21.9.4.35","ORC",1,1
"21.9.4.35","PrettyCompactNoEscapes",0,1
"21.9.4.35","RawBLOB",1,1
"21.9.4.35","Template",1,1
"21.9.4.35","MsgPack",1,1
"21.9.4.35","JSONCompactEachRow",1,1
"21.9.4.35","CustomSeparated",1,1
"21.9.4.35","TemplateIgnoreSpaces",1,0
"21.9.4.35","Markdown",0,1
"21.9.4.35","XML",0,1
"21.9.4.35","ProtobufSingle",1,1
"21.9.4.35","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"21.9.4.35","TSKV",1,1
"21.9.4.35","TabSeparated",1,1
"21.9.4.35","JSONStringEachRow",0,0
"21.9.4.35","JSONStringsEachRow",1,1
"21.9.4.35","TSVRaw",1,1
"21.9.4.35","Values",1,1
"21.9.4.35","TabSeparatedWithNamesAndTypes",1,1
"21.9.4.35","PrettyCompactMonoBlock",0,1
"21.9.4.35","TSVWithNamesAndTypes",1,1
"21.9.4.35","Avro",1,1
"21.9.4.35","RowBinaryWithNamesAndTypes",1,1
"21.9.4.35","LineAsString",1,0
"21.9.4.35","Native",1,1
"21.9.4.35","JSONCompactEachRowWithNamesAndTypes",1,1
"21.9.4.35","PrettySpace",0,1
"21.9.4.35","Regexp",1,0
"21.9.4.35","TSV",1,1
"21.9.4.35","JSONEachRow",1,1
"21.9.4.35","CustomSeparatedIgnoreSpaces",1,0
"21.9.4.35","CSVWithNames",1,1
"21.9.4.35","JSONStrings",0,1
"21.9.4.35","Null",0,1
"21.9.4.35","TabSeparatedRaw",1,1
"21.9.4.35","TSVWithNames",1,1
"21.9.4.35","Protobuf",1,1
"21.9.4.35","RowBinary",1,1
"21.9.4.35","JSONAsString",1,0
"21.9.4.35","JSONCompactStringsEachRow",1,1
