"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"25.4.4.25","OSS",1,0,0,1,0,0,0,0
"25.4.4.25","AzureBlobStorage",1,0,0,1,0,0,0,0
"25.4.4.25","KeeperMap",0,0,0,1,0,0,0,1
"25.4.4.25","S3",1,0,0,1,0,0,0,0
"25.4.4.25","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"25.4.4.25","PostgreSQL",0,0,0,0,0,0,0,0
"25.4.4.25","NATS",1,0,0,0,0,0,0,0
"25.4.4.25","COSN",1,0,0,1,0,0,0,0
"25.4.4.25","Redis",0,0,0,1,0,0,0,1
"25.4.4.25","MongoDB",0,0,0,0,0,0,0,0
"25.4.4.25","MySQL",1,0,0,0,0,0,0,0
"25.4.4.25","ODBC",0,0,0,0,0,0,0,0
"25.4.4.25","Hive",1,0,0,1,0,0,0,0
"25.4.4.25","DeltaLakeAzure",1,0,0,0,0,0,0,0
"25.4.4.25","DeltaLakeS3",1,0,0,0,0,0,0,0
"25.4.4.25","S3Queue",1,0,0,0,0,0,0,0
"25.4.4.25","Distributed",1,0,0,0,0,0,0,1
"25.4.4.25","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"25.4.4.25","ExecutablePool",1,0,0,0,0,0,0,0
"25.4.4.25","IcebergLocal",1,0,0,0,0,0,0,0
"25.4.4.25","View",0,0,0,0,0,0,0,0
"25.4.4.25","FuzzQuery",0,0,0,0,0,0,0,0
"25.4.4.25","Loop",0,0,0,0,0,0,0,0
"25.4.4.25","MaterializedView",0,0,0,0,0,0,0,0
"25.4.4.25","Join",1,0,0,0,0,0,0,0
"25.4.4.25","Executable",1,0,0,0,0,0,0,0
"25.4.4.25","Kafka",1,0,0,0,0,0,0,0
"25.4.4.25","Set",1,0,0,0,0,0,0,0
"25.4.4.25","Dictionary",0,0,0,0,0,0,0,0
"25.4.4.25","URL",1,0,0,0,0,0,0,0
"25.4.4.25","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.4.4.25","File",1,0,0,0,0,0,0,0
"25.4.4.25","IcebergS3",1,0,0,0,0,0,0,0
"25.4.4.25","Iceberg",1,0,0,0,0,0,0,0
"25.4.4.25","GenerateRandom",0,0,0,0,0,0,0,0
"25.4.4.25","LiveView",0,0,0,0,0,0,0,0
"25.4.4.25","Memory",1,0,0,0,0,0,0,1
"25.4.4.25","Merge",0,0,0,0,0,0,0,0
"25.4.4.25","WindowView",0,0,0,0,0,0,0,0
"25.4.4.25","Null",0,0,0,0,0,0,0,1
"25.4.4.25","SQLite",0,0,0,0,0,0,0,0
"25.4.4.25","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"25.4.4.25","ReplacingMergeTree",1,1,1,1,1,0,0,1
"25.4.4.25","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"25.4.4.25","DeltaLake",1,0,0,0,0,0,0,0
"25.4.4.25","TimeSeries",1,0,0,0,0,0,0,0
"25.4.4.25","HDFS",1,0,0,1,0,0,0,0
"25.4.4.25","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"25.4.4.25","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.4.4.25","IcebergHDFS",1,0,0,0,0,0,0,0
"25.4.4.25","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"25.4.4.25","IcebergAzure",1,0,0,0,0,0,0,0
"25.4.4.25","Hudi",0,0,0,0,0,0,0,0
"25.4.4.25","TinyLog",1,0,0,0,0,0,0,0
"25.4.4.25","FuzzJSON",0,0,0,0,0,0,0,0
"25.4.4.25","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"25.4.4.25","JDBC",0,0,0,0,0,0,0,0
"25.4.4.25","SummingMergeTree",1,1,1,1,1,0,0,1
"25.4.4.25","MergeTree",1,1,1,1,1,0,0,1
"25.4.4.25","GraphiteMergeTree",1,1,1,1,1,0,0,1
"25.4.4.25","CollapsingMergeTree",1,1,1,1,1,0,0,1
"25.4.4.25","FileLog",1,0,0,0,0,0,0,0
"25.4.4.25","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"25.4.4.25","RabbitMQ",1,0,0,0,0,0,0,0
"25.4.4.25","Buffer",0,0,0,0,0,0,0,1
"25.4.4.25","AzureQueue",1,0,0,0,0,0,0,0
"25.4.4.25","AggregatingMergeTree",1,1,1,1,1,0,0,1
"25.4.4.25","StripeLog",1,0,0,0,0,0,0,0
"25.4.4.25","Log",1,0,0,0,0,0,0,0
