"ch_version","name","case_insensitive","alias_to"
"19.3.8.6","IPv6",0,""
"19.3.8.6","IPv4",0,""
"19.3.8.6","Decimal",1,""
"19.3.8.6","String",0,""
"19.3.8.6","Decimal64",1,""
"19.3.8.6","Decimal32",1,""
"19.3.8.6","Decimal128",1,""
"19.3.8.6","Float64",0,""
"19.3.8.6","Float32",0,""
"19.3.8.6","Int64",0,""
"19.3.8.6","Array",0,""
"19.3.8.6","Nothing",0,""
"19.3.8.6","UInt16",0,""
"19.3.8.6","DateTime",1,""
"19.3.8.6","Enum16",0,""
"19.3.8.6","UInt32",0,""
"19.3.8.6","Date",1,""
"19.3.8.6","Int8",0,""
"19.3.8.6","Int32",0,""
"19.3.8.6","Enum8",0,""
"19.3.8.6","UInt64",0,""
"19.3.8.6","IntervalSecond",0,""
"19.3.8.6","Int16",0,""
"19.3.8.6","FixedString",0,""
"19.3.8.6","Nullable",0,""
"19.3.8.6","AggregateFunction",0,""
"19.3.8.6","Tuple",0,""
"19.3.8.6","IntervalMonth",0,""
"19.3.8.6","Nested",0,""
"19.3.8.6","IntervalMinute",0,""
"19.3.8.6","IntervalHour",0,""
"19.3.8.6","IntervalWeek",0,""
"19.3.8.6","IntervalDay",0,""
"19.3.8.6","UInt8",0,""
"19.3.8.6","IntervalQuarter",0,""
"19.3.8.6","UUID",0,""
"19.3.8.6","IntervalYear",0,""
"19.3.8.6","LowCardinality",0,""
"19.3.8.6","LONGBLOB",1,"String"
"19.3.8.6","MEDIUMBLOB",1,"String"
"19.3.8.6","TINYBLOB",1,"String"
"19.3.8.6","BIGINT",1,"Int64"
"19.3.8.6","SMALLINT",1,"Int16"
"19.3.8.6","TIMESTAMP",1,"DateTime"
"19.3.8.6","INTEGER",1,"Int32"
"19.3.8.6","INT",1,"Int32"
"19.3.8.6","DOUBLE",1,"Float64"
"19.3.8.6","MEDIUMTEXT",1,"String"
"19.3.8.6","TINYINT",1,"Int8"
"19.3.8.6","DEC",1,"Decimal"
"19.3.8.6","BINARY",1,"FixedString"
"19.3.8.6","FLOAT",1,"Float32"
"19.3.8.6","CHAR",1,"String"
"19.3.8.6","VARCHAR",1,"String"
"19.3.8.6","TEXT",1,"String"
"19.3.8.6","TINYTEXT",1,"String"
"19.3.8.6","LONGTEXT",1,"String"
"19.3.8.6","BLOB",1,"String"
