"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.3.15.4","PostgreSQL",0,0,0,0,0,0,0
"21.3.15.4","RabbitMQ",1,0,0,0,0,0,0
"21.3.15.4","Kafka",1,0,0,0,0,0,0
"21.3.15.4","MySQL",0,0,0,0,0,0,0
"21.3.15.4","HDFS",0,0,0,0,0,0,0
"21.3.15.4","S3",0,0,0,0,0,0,0
"21.3.15.4","MaterializedView",0,0,0,0,0,0,0
"21.3.15.4","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.3.15.4","View",0,0,0,0,0,0,0
"21.3.15.4","JDBC",0,0,0,0,0,0,0
"21.3.15.4","Join",1,0,0,0,0,0,0
"21.3.15.4","Set",1,0,0,0,0,0,0
"21.3.15.4","Dictionary",0,0,0,0,0,0,0
"21.3.15.4","GenerateRandom",0,0,0,0,0,0,0
"21.3.15.4","LiveView",0,0,0,0,0,0,0
"21.3.15.4","MergeTree",1,1,1,1,0,0,1
"21.3.15.4","Memory",1,0,0,0,0,0,1
"21.3.15.4","Buffer",0,0,0,0,0,0,1
"21.3.15.4","MongoDB",0,0,0,0,0,0,0
"21.3.15.4","URL",1,0,0,0,0,0,0
"21.3.15.4","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.15.4","ReplacingMergeTree",1,1,1,1,0,0,1
"21.3.15.4","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.3.15.4","COSN",0,0,0,0,0,0,0
"21.3.15.4","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.3.15.4","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.15.4","File",1,0,0,0,0,0,0
"21.3.15.4","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.3.15.4","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.3.15.4","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.3.15.4","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.3.15.4","SummingMergeTree",1,1,1,1,0,0,1
"21.3.15.4","Distributed",1,0,0,0,0,0,1
"21.3.15.4","TinyLog",1,0,0,0,0,0,0
"21.3.15.4","GraphiteMergeTree",1,1,1,1,0,0,1
"21.3.15.4","CollapsingMergeTree",1,1,1,1,0,0,1
"21.3.15.4","Merge",0,0,0,0,0,0,0
"21.3.15.4","AggregatingMergeTree",1,1,1,1,0,0,1
"21.3.15.4","ODBC",0,0,0,0,0,0,0
"21.3.15.4","Null",0,0,0,0,0,0,1
"21.3.15.4","StripeLog",1,0,0,0,0,0,0
"21.3.15.4","Log",1,0,0,0,0,0,0
