"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"25.4.9.14","OSS",1,0,0,1,0,0,0,0
"25.4.9.14","AzureBlobStorage",1,0,0,1,0,0,0,0
"25.4.9.14","KeeperMap",0,0,0,1,0,0,0,1
"25.4.9.14","S3",1,0,0,1,0,0,0,0
"25.4.9.14","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"25.4.9.14","PostgreSQL",0,0,0,0,0,0,0,0
"25.4.9.14","NATS",1,0,0,0,0,0,0,0
"25.4.9.14","COSN",1,0,0,1,0,0,0,0
"25.4.9.14","Redis",0,0,0,1,0,0,0,1
"25.4.9.14","MongoDB",0,0,0,0,0,0,0,0
"25.4.9.14","MySQL",1,0,0,0,0,0,0,0
"25.4.9.14","ODBC",0,0,0,0,0,0,0,0
"25.4.9.14","Hive",1,0,0,1,0,0,0,0
"25.4.9.14","DeltaLakeAzure",1,0,0,0,0,0,0,0
"25.4.9.14","DeltaLakeS3",1,0,0,0,0,0,0,0
"25.4.9.14","S3Queue",1,0,0,0,0,0,0,0
"25.4.9.14","Distributed",1,0,0,0,0,0,0,1
"25.4.9.14","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"25.4.9.14","ExecutablePool",1,0,0,0,0,0,0,0
"25.4.9.14","IcebergLocal",1,0,0,0,0,0,0,0
"25.4.9.14","View",0,0,0,0,0,0,0,0
"25.4.9.14","FuzzQuery",0,0,0,0,0,0,0,0
"25.4.9.14","Loop",0,0,0,0,0,0,0,0
"25.4.9.14","MaterializedView",0,0,0,0,0,0,0,0
"25.4.9.14","Join",1,0,0,0,0,0,0,0
"25.4.9.14","Executable",1,0,0,0,0,0,0,0
"25.4.9.14","Kafka",1,0,0,0,0,0,0,0
"25.4.9.14","Set",1,0,0,0,0,0,0,0
"25.4.9.14","Dictionary",0,0,0,0,0,0,0,0
"25.4.9.14","URL",1,0,0,0,0,0,0,0
"25.4.9.14","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.4.9.14","File",1,0,0,0,0,0,0,0
"25.4.9.14","IcebergS3",1,0,0,0,0,0,0,0
"25.4.9.14","Iceberg",1,0,0,0,0,0,0,0
"25.4.9.14","GenerateRandom",0,0,0,0,0,0,0,0
"25.4.9.14","LiveView",0,0,0,0,0,0,0,0
"25.4.9.14","Memory",1,0,0,0,0,0,0,1
"25.4.9.14","Merge",0,0,0,0,0,0,0,0
"25.4.9.14","WindowView",0,0,0,0,0,0,0,0
"25.4.9.14","Null",0,0,0,0,0,0,0,1
"25.4.9.14","SQLite",0,0,0,0,0,0,0,0
"25.4.9.14","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"25.4.9.14","ReplacingMergeTree",1,1,1,1,1,0,0,1
"25.4.9.14","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"25.4.9.14","DeltaLake",1,0,0,0,0,0,0,0
"25.4.9.14","TimeSeries",1,0,0,0,0,0,0,0
"25.4.9.14","HDFS",1,0,0,1,0,0,0,0
"25.4.9.14","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"25.4.9.14","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.4.9.14","IcebergHDFS",1,0,0,0,0,0,0,0
"25.4.9.14","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"25.4.9.14","IcebergAzure",1,0,0,0,0,0,0,0
"25.4.9.14","Hudi",0,0,0,0,0,0,0,0
"25.4.9.14","TinyLog",1,0,0,0,0,0,0,0
"25.4.9.14","FuzzJSON",0,0,0,0,0,0,0,0
"25.4.9.14","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"25.4.9.14","JDBC",0,0,0,0,0,0,0,0
"25.4.9.14","SummingMergeTree",1,1,1,1,1,0,0,1
"25.4.9.14","MergeTree",1,1,1,1,1,0,0,1
"25.4.9.14","GraphiteMergeTree",1,1,1,1,1,0,0,1
"25.4.9.14","CollapsingMergeTree",1,1,1,1,1,0,0,1
"25.4.9.14","FileLog",1,0,0,0,0,0,0,0
"25.4.9.14","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"25.4.9.14","RabbitMQ",1,0,0,0,0,0,0,0
"25.4.9.14","Buffer",0,0,0,0,0,0,0,1
"25.4.9.14","AzureQueue",1,0,0,0,0,0,0,0
"25.4.9.14","AggregatingMergeTree",1,1,1,1,1,0,0,1
"25.4.9.14","StripeLog",1,0,0,0,0,0,0,0
"25.4.9.14","Log",1,0,0,0,0,0,0,0
