"ch_version","name","value"
"1.1.54187","VERSION_FULL","ClickHouse 1.1.54187"
"1.1.54187","VERSION_DESCRIBE","v1.1.54187-testing"
"1.1.54187","BUILD_DATE","2017-03-17"
"1.1.54187","BUILD_TYPE","RELWITHDEBINFO"
"1.1.54187","SYSTEM","Linux-3.18.35-35.1"
"1.1.54187","SYSTEM_PROCESSOR","x86_64"
"1.1.54187","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"1.1.54187","CMAKE_VERSION","3.5.1"
"1.1.54187","C_COMPILER","/usr/bin/gcc-6"
"1.1.54187","C_COMPILER_VERSION","6.2.0"
"1.1.54187","CXX_COMPILER","/usr/bin/g++-6"
"1.1.54187","CXX_COMPILER_VERSION","6.2.0"
"1.1.54187","C_FLAGS","  -D_GLIBCXX_USE_CXX11_ABI=1 -pipe -msse4.1 -msse4.2 -mpopcnt -fno-omit-frame-pointer -Wall  -no-pie -O2 -g -DNDEBUG -O3"
"1.1.54187","CXX_FLAGS","  -D_GLIBCXX_USE_CXX11_ABI=1 -pipe -msse4.1 -msse4.2 -mpopcnt -std=gnu++1y  -fno-omit-frame-pointer -Wall -Wnon-virtual-dtor  -no-pie -O2 -g -DNDEBUG -O3"
"1.1.54187","LINK_FLAGS"," -static-libgcc -static-libstdc++  -D_GLIBCXX_USE_CXX11_ABI=1"
"1.1.54187","BUILD_COMPILE_DEFINITIONS","BOOST_SYSTEM_NO_DEPRECATED"
"1.1.54187","BUILD_INCLUDE_DIRECTORIES","/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libtcmalloc/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/build/contrib/libre2;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libre2;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libdouble-conversion;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libzookeeper/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libsparsehash;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/liblz4/include/lz4;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/build/contrib/libzlib-ng;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libzlib-ng;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/MongoDB/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/XML/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/Crypto/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/Data/ODBC/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/Data/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/NetSSL_OpenSSL/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/Net/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/Util/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libpoco/Foundation/include;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libzstd/include/zstd;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libzlib-ng;/home/robot-metrika-test/jenkins/workspace/clickhouse-packages-build/sources/contrib/libboost/boost_1_62_0;/usr/include;/usr/include/x86_64-linux-gnu;/usr/include"
"1.1.54187","STATIC","ON"
