"ch_version","name","is_input","is_output"
"19.13.1.11","Null",0,1
"19.13.1.11","ODBCDriver",0,1
"19.13.1.11","XML",0,1
"19.13.1.11","JSON",0,1
"19.13.1.11","Vertical",0,1
"19.13.1.11","PrettySpaceNoEscapes",0,1
"19.13.1.11","PrettySpace",0,1
"19.13.1.11","JSONCompact",0,1
"19.13.1.11","TabSeparatedRaw",0,1
"19.13.1.11","PrettyCompactMonoBlock",0,1
"19.13.1.11","TabSeparatedWithNames",1,1
"19.13.1.11","JSONEachRow",1,1
"19.13.1.11","TSVWithNamesAndTypes",1,1
"19.13.1.11","TSVRaw",0,1
"19.13.1.11","TabSeparated",1,1
"19.13.1.11","RowBinary",1,1
"19.13.1.11","Native",1,1
"19.13.1.11","TabSeparatedWithNamesAndTypes",1,1
"19.13.1.11","TSVWithNames",1,1
"19.13.1.11","RowBinaryWithNamesAndTypes",1,1
"19.13.1.11","TSV",1,1
"19.13.1.11","Values",1,1
"19.13.1.11","ODBCDriver2",0,1
"19.13.1.11","TSKV",1,1
"19.13.1.11","CSV",1,1
"19.13.1.11","Protobuf",1,1
"19.13.1.11","PrettyCompactNoEscapes",0,1
"19.13.1.11","MySQLWire",0,1
"19.13.1.11","CapnProto",1,0
"19.13.1.11","Pretty",0,1
"19.13.1.11","Parquet",1,1
"19.13.1.11","PrettyNoEscapes",0,1
"19.13.1.11","CSVWithNames",1,1
"19.13.1.11","PrettyCompact",0,1
