"ch_version","name","value"
"1.1.54381","VERSION_FULL","ClickHouse 1.1.54381"
"1.1.54381","VERSION_DESCRIBE","v1.1.54381-testing"
"1.1.54381","VERSION_GITHASH","af82c78a45b6a6f136e10bb2e7ca9b936d09a46c"
"1.1.54381","BUILD_DATE","2018-05-08"
"1.1.54381","BUILD_TYPE","RELWITHDEBINFO"
"1.1.54381","SYSTEM","Linux-3.18.35-35.1"
"1.1.54381","SYSTEM_PROCESSOR","x86_64"
"1.1.54381","LIBRARY_ARCHITECTURE","x86_64-linux-gnu"
"1.1.54381","CMAKE_VERSION","3.9.1"
"1.1.54381","C_COMPILER","/usr/lib/ccache/cc"
"1.1.54381","C_COMPILER_VERSION","7.2.0"
"1.1.54381","CXX_COMPILER","/usr/lib/ccache/g++"
"1.1.54381","CXX_COMPILER_VERSION","7.2.0"
"1.1.54381","C_FLAGS","  -D_GLIBCXX_USE_CXX11_ABI=1 -pipe -msse4.1 -msse4.2 -mpopcnt -fno-omit-frame-pointer  -Wall   -no-pie -O2 -g -DNDEBUG -O3 "
"1.1.54381","CXX_FLAGS"," -std=c++17  -D_GLIBCXX_USE_CXX11_ABI=1 -pipe -msse4.1 -msse4.2 -mpopcnt  -fno-omit-frame-pointer  -Wall  -Wnon-virtual-dtor  -no-pie -O2 -g -DNDEBUG -O3 "
"1.1.54381","LINK_FLAGS"," -fuse-ld=gold -static-libgcc -static-libstdc++"
"1.1.54381","BUILD_COMPILE_DEFINITIONS",""
"1.1.54381","BUILD_INCLUDE_DIRECTORIES",""
"1.1.54381","STATIC","ON"
"1.1.54381","USE_EMBEDDED_COMPILER","TRUE"
"1.1.54381","USE_INTERNAL_MEMCPY","ON"
"1.1.54381","USE_GLIBC_COMPATIBILITY","ON"
"1.1.54381","USE_JEMALLOC",""
"1.1.54381","USE_TCMALLOC","1"
"1.1.54381","USE_UNWIND","1"
"1.1.54381","USE_ICU","1"
"1.1.54381","USE_MYSQL","1"
"1.1.54381","USE_RE2_ST","1"
"1.1.54381","USE_VECTORCLASS",""
"1.1.54381","USE_RDKAFKA","1"
"1.1.54381","USE_CAPNP","1"
"1.1.54381","USE_Poco_SQLODBC",""
"1.1.54381","USE_Poco_DataODBC","1"
"1.1.54381","USE_Poco_MongoDB","1"
"1.1.54381","USE_Poco_NetSSL","1"
