"ch_version","name","value","changed"
"1.1.54140","mark_cache_min_lifetime","10000",0
"1.1.54140","max_streams_to_max_threads_ratio","1",0
"1.1.54140","network_compression_method","lz4",0
"1.1.54140","priority","0",0
"1.1.54140","log_queries","0",0
"1.1.54140","log_queries_cut_to_length","100000",0
"1.1.54140","distributed_product_mode","deny",0
"1.1.54140","global_subqueries_method","push",0
"1.1.54140","max_concurrent_queries_for_user","0",0
"1.1.54140","insert_quorum","0",0
"1.1.54140","insert_quorum_timeout","600000",0
"1.1.54140","select_sequential_consistency","0",0
"1.1.54140","table_function_remote_max_addresses","1000",0
"1.1.54140","max_distributed_processing_threads","8",0
"1.1.54140","read_backoff_min_latency_ms","1000",0
"1.1.54140","read_backoff_max_throughput","1048576",0
"1.1.54140","read_backoff_min_interval_between_events_ms","1000",0
"1.1.54140","read_backoff_min_events","2",0
"1.1.54140","memory_tracker_fault_probability","0",0
"1.1.54140","enable_http_compression","0",0
"1.1.54140","http_zlib_compression_level","3",0
"1.1.54140","http_native_compression_disable_checksumming_on_decompress","0",0
"1.1.54140","resharding_barrier_timeout","300",0
"1.1.54140","count_distinct_implementation","uniq",0
"1.1.54140","output_format_write_statistics","1",0
"1.1.54140","add_http_cors_header","0",0
"1.1.54140","input_format_skip_unknown_fields","0",0
"1.1.54140","input_format_values_interpret_expressions","1",0
"1.1.54140","output_format_json_quote_64bit_integers","1",0
"1.1.54140","output_format_pretty_max_rows","10000",0
"1.1.54140","use_client_time_zone","0",0
"1.1.54140","http_headers_progress_interval_ms","100",0
"1.1.54140","fsync_metadata","1",0
"1.1.54140","input_format_allow_errors_num","0",0
"1.1.54140","input_format_allow_errors_ratio","0",0
"1.1.54140","max_rows_to_read","0",0
"1.1.54140","max_bytes_to_read","0",0
"1.1.54140","read_overflow_mode","throw",0
"1.1.54140","max_rows_to_group_by","0",0
"1.1.54140","group_by_overflow_mode","throw",0
"1.1.54140","max_bytes_before_external_group_by","0",0
"1.1.54140","max_rows_to_sort","0",0
"1.1.54140","max_bytes_to_sort","0",0
"1.1.54140","sort_overflow_mode","throw",0
"1.1.54140","max_bytes_before_external_sort","0",0
"1.1.54140","max_result_rows","0",0
"1.1.54140","max_result_bytes","0",0
"1.1.54140","result_overflow_mode","throw",0
"1.1.54140","max_execution_time","0",0
"1.1.54140","timeout_overflow_mode","throw",0
"1.1.54140","min_execution_speed","0",0
"1.1.54140","timeout_before_checking_execution_speed","0",0
"1.1.54140","max_columns_to_read","0",0
"1.1.54140","max_temporary_columns","0",0
"1.1.54140","max_temporary_non_const_columns","0",0
"1.1.54140","max_subquery_depth","100",0
"1.1.54140","max_pipeline_depth","1000",0
"1.1.54140","max_ast_depth","1000",0
"1.1.54140","max_ast_elements","50000",0
"1.1.54140","readonly","0",0
"1.1.54140","max_rows_in_set","0",0
"1.1.54140","max_bytes_in_set","0",0
"1.1.54140","set_overflow_mode","throw",0
"1.1.54140","max_rows_in_join","0",0
"1.1.54140","max_bytes_in_join","0",0
"1.1.54140","join_overflow_mode","throw",0
"1.1.54140","max_rows_to_transfer","0",0
"1.1.54140","max_bytes_to_transfer","0",0
"1.1.54140","transfer_overflow_mode","throw",0
"1.1.54140","max_rows_in_distinct","0",0
"1.1.54140","max_bytes_in_distinct","0",0
"1.1.54140","distinct_overflow_mode","throw",0
"1.1.54140","max_memory_usage","10000000000",1
"1.1.54140","max_memory_usage_for_user","0",0
"1.1.54140","max_memory_usage_for_all_queries","0",0
"1.1.54140","max_network_bandwidth","0",0
"1.1.54140","max_network_bytes","0",0
