"ch_version","name","is_input","is_output"
"20.9.6.14","PostgreSQLWire",0,1
"20.9.6.14","MySQLWire",0,1
"20.9.6.14","PrettySpaceNoEscapes",0,1
"20.9.6.14","ODBCDriver2",0,1
"20.9.6.14","JSONCompact",0,1
"20.9.6.14","Pretty",0,1
"20.9.6.14","JSONAsString",1,0
"20.9.6.14","Template",1,1
"20.9.6.14","MsgPack",1,1
"20.9.6.14","TSV",1,1
"20.9.6.14","Regexp",1,0
"20.9.6.14","JSONCompactEachRow",1,1
"20.9.6.14","CustomSeparated",1,1
"20.9.6.14","TemplateIgnoreSpaces",1,0
"20.9.6.14","PrettyNoEscapes",0,1
"20.9.6.14","ArrowStream",1,1
"20.9.6.14","Parquet",1,1
"20.9.6.14","Arrow",1,1
"20.9.6.14","TabSeparatedWithNames",1,1
"20.9.6.14","JSONCompactEachRowWithNamesAndTypes",1,1
"20.9.6.14","RowBinary",1,1
"20.9.6.14","Protobuf",1,1
"20.9.6.14","CustomSeparatedIgnoreSpaces",1,0
"20.9.6.14","CSVWithNames",1,1
"20.9.6.14","PrettySpace",0,1
"20.9.6.14","Vertical",0,1
"20.9.6.14","CSV",1,1
"20.9.6.14","TSVRaw",1,1
"20.9.6.14","Values",1,1
"20.9.6.14","PrettyCompactNoEscapes",0,1
"20.9.6.14","JSONEachRowWithProgress",0,1
"20.9.6.14","ORC",1,1
"20.9.6.14","AvroConfluent",1,0
"20.9.6.14","TabSeparated",1,1
"20.9.6.14","TabSeparatedWithNamesAndTypes",1,1
"20.9.6.14","Null",0,1
"20.9.6.14","TabSeparatedRaw",1,1
"20.9.6.14","TSVWithNames",1,1
"20.9.6.14","PrettyCompact",0,1
"20.9.6.14","PrettyCompactMonoBlock",0,1
"20.9.6.14","CapnProto",1,0
"20.9.6.14","JSONEachRow",1,1
"20.9.6.14","Native",1,1
"20.9.6.14","TSKV",1,1
"20.9.6.14","Markdown",0,1
"20.9.6.14","XML",0,1
"20.9.6.14","JSON",0,1
"20.9.6.14","TSVWithNamesAndTypes",1,1
"20.9.6.14","Avro",1,1
"20.9.6.14","RowBinaryWithNamesAndTypes",1,1
