"ch_version","name","is_input","is_output"
"21.5.5.12","CapnProto",1,0
"21.5.5.12","PostgreSQLWire",0,1
"21.5.5.12","MySQLWire",0,1
"21.5.5.12","JSONStringsEachRowWithProgress",0,1
"21.5.5.12","JSONEachRowWithProgress",0,1
"21.5.5.12","JSONCompact",0,1
"21.5.5.12","JSON",0,1
"21.5.5.12","CSV",1,1
"21.5.5.12","Vertical",0,1
"21.5.5.12","ODBCDriver2",0,1
"21.5.5.12","PrettySpaceNoEscapes",0,1
"21.5.5.12","Pretty",0,1
"21.5.5.12","JSONCompactStrings",0,1
"21.5.5.12","PrettyNoEscapes",0,1
"21.5.5.12","ArrowStream",1,1
"21.5.5.12","TabSeparatedWithNames",1,1
"21.5.5.12","Parquet",1,1
"21.5.5.12","Arrow",1,1
"21.5.5.12","PrettyCompact",0,1
"21.5.5.12","AvroConfluent",1,0
"21.5.5.12","ORC",1,1
"21.5.5.12","PrettyCompactNoEscapes",0,1
"21.5.5.12","RawBLOB",1,1
"21.5.5.12","Template",1,1
"21.5.5.12","MsgPack",1,1
"21.5.5.12","JSONCompactEachRow",1,1
"21.5.5.12","CustomSeparated",1,1
"21.5.5.12","TemplateIgnoreSpaces",1,0
"21.5.5.12","Markdown",0,1
"21.5.5.12","XML",0,1
"21.5.5.12","ProtobufSingle",1,1
"21.5.5.12","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"21.5.5.12","TSKV",1,1
"21.5.5.12","TabSeparated",1,1
"21.5.5.12","JSONStringEachRow",0,0
"21.5.5.12","JSONStringsEachRow",1,1
"21.5.5.12","TSVRaw",1,1
"21.5.5.12","Values",1,1
"21.5.5.12","TabSeparatedWithNamesAndTypes",1,1
"21.5.5.12","PrettyCompactMonoBlock",0,1
"21.5.5.12","TSVWithNamesAndTypes",1,1
"21.5.5.12","Avro",1,1
"21.5.5.12","RowBinaryWithNamesAndTypes",1,1
"21.5.5.12","LineAsString",1,0
"21.5.5.12","Native",1,1
"21.5.5.12","JSONCompactEachRowWithNamesAndTypes",1,1
"21.5.5.12","PrettySpace",0,1
"21.5.5.12","Regexp",1,0
"21.5.5.12","TSV",1,1
"21.5.5.12","JSONEachRow",1,1
"21.5.5.12","CustomSeparatedIgnoreSpaces",1,0
"21.5.5.12","CSVWithNames",1,1
"21.5.5.12","JSONStrings",0,1
"21.5.5.12","Null",0,1
"21.5.5.12","TabSeparatedRaw",1,1
"21.5.5.12","TSVWithNames",1,1
"21.5.5.12","Protobuf",1,1
"21.5.5.12","RowBinary",1,1
"21.5.5.12","JSONAsString",1,0
"21.5.5.12","JSONCompactStringsEachRow",1,1
