"ch_version","name","case_insensitive","alias_to"
"18.4.0","IntervalYear",0,""
"18.4.0","IntervalDay",0,""
"18.4.0","IntervalWeek",0,""
"18.4.0","IntervalHour",0,""
"18.4.0","IntervalMinute",0,""
"18.4.0","Nested",0,""
"18.4.0","IntervalMonth",0,""
"18.4.0","Tuple",0,""
"18.4.0","IntervalSecond",0,""
"18.4.0","UInt64",0,""
"18.4.0","Int16",0,""
"18.4.0","Int8",0,""
"18.4.0","Date",1,""
"18.4.0","UUID",0,""
"18.4.0","String",0,""
"18.4.0","AggregateFunction",0,""
"18.4.0","Nullable",0,""
"18.4.0","FixedString",0,""
"18.4.0","UInt32",0,""
"18.4.0","UInt8",0,""
"18.4.0","UInt16",0,""
"18.4.0","Int32",0,""
"18.4.0","Enum8",0,""
"18.4.0","Nothing",0,""
"18.4.0","Array",0,""
"18.4.0","Int64",0,""
"18.4.0","Float32",0,""
"18.4.0","Float64",0,""
"18.4.0","DateTime",1,""
"18.4.0","Enum16",0,""
"18.4.0","LONGBLOB",1,"String"
"18.4.0","BIGINT",1,"Int64"
"18.4.0","SMALLINT",1,"Int16"
"18.4.0","INTEGER",1,"Int32"
"18.4.0","INT",1,"Int32"
"18.4.0","MEDIUMTEXT",1,"String"
"18.4.0","TINYINT",1,"Int8"
"18.4.0","MEDIUMBLOB",1,"String"
"18.4.0","DOUBLE",1,"Float64"
"18.4.0","BINARY",1,"FixedString"
"18.4.0","FLOAT",1,"Float32"
"18.4.0","CHAR",1,"String"
"18.4.0","VARCHAR",1,"String"
"18.4.0","TEXT",1,"String"
"18.4.0","TINYTEXT",1,"String"
"18.4.0","LONGTEXT",1,"String"
"18.4.0","BLOB",1,"String"
"18.4.0","TINYBLOB",1,"String"
