"ch_version","name","supports_settings","supports_skipping_indices","supports_projections","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"25.8.29.51","GCS",1,0,0,1,0,0,0,0
"25.8.29.51","OSS",1,0,0,1,0,0,0,0
"25.8.29.51","AzureBlobStorage",1,0,0,1,0,0,0,0
"25.8.29.51","KeeperMap",0,0,0,1,0,0,0,1
"25.8.29.51","S3",1,0,0,1,0,0,0,0
"25.8.29.51","MaterializedPostgreSQL",1,0,0,1,0,0,0,0
"25.8.29.51","PostgreSQL",0,0,0,0,0,0,0,0
"25.8.29.51","NATS",1,0,0,0,0,0,0,0
"25.8.29.51","COSN",1,0,0,1,0,0,0,0
"25.8.29.51","Redis",0,0,0,1,0,0,0,1
"25.8.29.51","YTsaurus",1,0,0,0,0,0,0,0
"25.8.29.51","MongoDB",0,0,0,0,0,0,0,0
"25.8.29.51","MySQL",1,0,0,0,0,0,0,0
"25.8.29.51","DeltaLakeAzure",1,0,0,0,0,0,0,0
"25.8.29.51","DeltaLakeS3",1,0,0,0,0,0,0,0
"25.8.29.51","S3Queue",1,0,0,0,0,0,0,0
"25.8.29.51","Hudi",0,0,0,0,0,0,0,0
"25.8.29.51","Distributed",1,0,0,0,0,0,0,1
"25.8.29.51","ReplicatedSummingMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","ExecutablePool",1,0,0,0,0,0,0,0
"25.8.29.51","IcebergLocal",1,0,0,1,0,0,0,0
"25.8.29.51","View",0,0,0,0,0,0,0,0
"25.8.29.51","FuzzQuery",0,0,0,0,0,0,0,0
"25.8.29.51","Loop",0,0,0,0,0,0,0,0
"25.8.29.51","MaterializedView",0,0,0,0,0,0,0,0
"25.8.29.51","Join",1,0,0,0,0,0,0,0
"25.8.29.51","Executable",1,0,0,0,0,0,0,0
"25.8.29.51","Kafka",1,0,0,0,0,0,0,0
"25.8.29.51","Set",1,0,0,0,0,0,0,0
"25.8.29.51","Dictionary",0,0,0,0,0,0,0,0
"25.8.29.51","IcebergS3",1,0,0,1,0,0,0,0
"25.8.29.51","Iceberg",1,0,0,1,0,0,0,0
"25.8.29.51","GenerateRandom",0,0,0,0,0,0,0,0
"25.8.29.51","LiveView",0,0,0,0,0,0,0,0
"25.8.29.51","Memory",1,0,0,0,0,0,0,1
"25.8.29.51","Merge",0,0,0,0,0,0,0,0
"25.8.29.51","ODBC",0,0,0,0,0,0,0,0
"25.8.29.51","Hive",1,0,0,1,0,0,0,0
"25.8.29.51","ArrowFlight",0,0,0,0,0,0,0,0
"25.8.29.51","URL",1,0,0,0,0,0,0,0
"25.8.29.51","File",1,0,0,0,0,0,0,0
"25.8.29.51","Log",1,0,0,0,0,0,0,0
"25.8.29.51","ReplicatedCoalescingMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","SQLite",0,0,0,0,0,0,0,0
"25.8.29.51","VersionedCollapsingMergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","ReplacingMergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","TimeSeries",1,0,0,0,0,0,0,0
"25.8.29.51","HDFS",1,0,0,1,0,0,0,0
"25.8.29.51","EmbeddedRocksDB",1,0,0,1,1,0,0,1
"25.8.29.51","DeltaLakeLocal",1,0,0,0,0,0,0,0
"25.8.29.51","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","IcebergHDFS",1,0,0,1,0,0,0,0
"25.8.29.51","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","IcebergAzure",1,0,0,1,0,0,0,0
"25.8.29.51","DeltaLake",1,0,0,0,0,0,0,0
"25.8.29.51","ReplicatedMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","JDBC",0,0,0,0,0,0,0,0
"25.8.29.51","SummingMergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","TinyLog",1,0,0,0,0,0,0,0
"25.8.29.51","FuzzJSON",0,0,0,0,0,0,0,0
"25.8.29.51","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","WindowView",0,0,0,0,0,0,0,0
"25.8.29.51","Null",0,0,0,0,0,0,0,1
"25.8.29.51","CoalescingMergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","MergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","GraphiteMergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","CollapsingMergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","FileLog",1,0,0,0,0,0,0,0
"25.8.29.51","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1,1
"25.8.29.51","RabbitMQ",1,0,0,0,0,0,0,0
"25.8.29.51","Buffer",0,0,0,0,0,0,0,1
"25.8.29.51","AzureQueue",1,0,0,0,0,0,0,0
"25.8.29.51","AggregatingMergeTree",1,1,1,1,1,0,0,1
"25.8.29.51","StripeLog",1,0,0,0,0,0,0,0
