"ch_version","name","supports_settings","supports_skipping_indices","supports_sort_order","supports_ttl","supports_replication","supports_deduplication","supports_parallel_insert"
"21.3.17.2","PostgreSQL",0,0,0,0,0,0,0
"21.3.17.2","RabbitMQ",1,0,0,0,0,0,0
"21.3.17.2","Kafka",1,0,0,0,0,0,0
"21.3.17.2","MySQL",0,0,0,0,0,0,0
"21.3.17.2","HDFS",0,0,0,0,0,0,0
"21.3.17.2","S3",0,0,0,0,0,0,0
"21.3.17.2","MaterializedView",0,0,0,0,0,0,0
"21.3.17.2","EmbeddedRocksDB",0,0,1,0,0,0,1
"21.3.17.2","View",0,0,0,0,0,0,0
"21.3.17.2","JDBC",0,0,0,0,0,0,0
"21.3.17.2","Join",1,0,0,0,0,0,0
"21.3.17.2","Set",1,0,0,0,0,0,0
"21.3.17.2","Dictionary",0,0,0,0,0,0,0
"21.3.17.2","GenerateRandom",0,0,0,0,0,0,0
"21.3.17.2","LiveView",0,0,0,0,0,0,0
"21.3.17.2","MergeTree",1,1,1,1,0,0,1
"21.3.17.2","Memory",1,0,0,0,0,0,1
"21.3.17.2","Buffer",0,0,0,0,0,0,1
"21.3.17.2","MongoDB",0,0,0,0,0,0,0
"21.3.17.2","URL",1,0,0,0,0,0,0
"21.3.17.2","ReplicatedVersionedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.17.2","ReplacingMergeTree",1,1,1,1,0,0,1
"21.3.17.2","ReplicatedSummingMergeTree",1,1,1,1,1,1,1
"21.3.17.2","COSN",0,0,0,0,0,0,0
"21.3.17.2","ReplicatedAggregatingMergeTree",1,1,1,1,1,1,1
"21.3.17.2","ReplicatedCollapsingMergeTree",1,1,1,1,1,1,1
"21.3.17.2","File",1,0,0,0,0,0,0
"21.3.17.2","ReplicatedGraphiteMergeTree",1,1,1,1,1,1,1
"21.3.17.2","ReplicatedMergeTree",1,1,1,1,1,1,1
"21.3.17.2","ReplicatedReplacingMergeTree",1,1,1,1,1,1,1
"21.3.17.2","VersionedCollapsingMergeTree",1,1,1,1,0,0,1
"21.3.17.2","SummingMergeTree",1,1,1,1,0,0,1
"21.3.17.2","Distributed",1,0,0,0,0,0,1
"21.3.17.2","TinyLog",1,0,0,0,0,0,0
"21.3.17.2","GraphiteMergeTree",1,1,1,1,0,0,1
"21.3.17.2","CollapsingMergeTree",1,1,1,1,0,0,1
"21.3.17.2","Merge",0,0,0,0,0,0,0
"21.3.17.2","AggregatingMergeTree",1,1,1,1,0,0,1
"21.3.17.2","ODBC",0,0,0,0,0,0,0
"21.3.17.2","Null",0,0,0,0,0,0,1
"21.3.17.2","StripeLog",1,0,0,0,0,0,0
"21.3.17.2","Log",1,0,0,0,0,0,0
