"ch_version","name","is_input","is_output"
"22.6.2.12","Prometheus",0,1
"22.6.2.12","CapnProto",1,1
"22.6.2.12","PostgreSQLWire",0,1
"22.6.2.12","MySQLWire",0,1
"22.6.2.12","JSONColumnsWithMetadata",0,1
"22.6.2.12","JSONStringsEachRowWithProgress",0,1
"22.6.2.12","JSONEachRowWithProgress",0,1
"22.6.2.12","JSONCompact",0,1
"22.6.2.12","Null",0,1
"22.6.2.12","JSONStrings",0,1
"22.6.2.12","ODBCDriver2",0,1
"22.6.2.12","PrettySpaceNoEscapes",0,1
"22.6.2.12","PrettySpace",0,1
"22.6.2.12","PrettyCompactNoEscapes",0,1
"22.6.2.12","PrettyCompactMonoBlock",0,1
"22.6.2.12","JSONCompactStrings",0,1
"22.6.2.12","PrettyNoEscapes",0,1
"22.6.2.12","ArrowStream",1,1
"22.6.2.12","Avro",1,1
"22.6.2.12","AvroConfluent",1,0
"22.6.2.12","ORC",1,1
"22.6.2.12","CustomSeparatedIgnoreSpacesWithNames",1,0
"22.6.2.12","CustomSeparatedIgnoreSpaces",1,0
"22.6.2.12","CustomSeparatedWithNamesAndTypes",1,1
"22.6.2.12","CustomSeparatedWithNames",1,1
"22.6.2.12","RawBLOB",1,1
"22.6.2.12","Template",1,1
"22.6.2.12","MsgPack",1,1
"22.6.2.12","TemplateIgnoreSpaces",1,0
"22.6.2.12","JSON",0,1
"22.6.2.12","ProtobufList",1,1
"22.6.2.12","Markdown",0,1
"22.6.2.12","XML",0,1
"22.6.2.12","ProtobufSingle",1,1
"22.6.2.12","JSONCompactColumns",1,1
"22.6.2.12","LineAsStringWithNamesAndTypes",0,1
"22.6.2.12","LineAsStringWithNames",0,1
"22.6.2.12","Native",1,1
"22.6.2.12","LineAsString",1,1
"22.6.2.12","RowBinaryWithNamesAndTypes",1,1
"22.6.2.12","Protobuf",1,1
"22.6.2.12","RowBinary",1,1
"22.6.2.12","JSONCompactStringsEachRowWithNamesAndTypes",1,1
"22.6.2.12","PrettyCompact",0,1
"22.6.2.12","RowBinaryWithNames",1,1
"22.6.2.12","Arrow",1,1
"22.6.2.12","Parquet",1,1
"22.6.2.12","TabSeparatedWithNames",1,1
"22.6.2.12","JSONCompactStringsEachRowWithNames",1,1
"22.6.2.12","HiveText",1,0
"22.6.2.12","TabSeparatedRawWithNames",1,1
"22.6.2.12","JSONCompactStringsEachRow",1,1
"22.6.2.12","CustomSeparated",1,1
"22.6.2.12","JSONCompactEachRow",1,1
"22.6.2.12","TSVRawWithNamesAndTypes",1,1
"22.6.2.12","JSONAsString",1,0
"22.6.2.12","JSONColumns",1,1
"22.6.2.12","NDJSON",1,1
"22.6.2.12","JSONAsObject",1,0
"22.6.2.12","JSONLines",1,1
"22.6.2.12","MySQLDump",1,0
"22.6.2.12","TSVWithNamesAndTypes",1,1
"22.6.2.12","CSVWithNamesAndTypes",1,1
"22.6.2.12","CSVWithNames",1,1
"22.6.2.12","Regexp",1,0
"22.6.2.12","TSV",1,1
"22.6.2.12","Vertical",0,1
"22.6.2.12","CSV",1,1
"22.6.2.12","TabSeparated",1,1
"22.6.2.12","JSONStringEachRow",0,0
"22.6.2.12","Pretty",0,1
"22.6.2.12","JSONCompactEachRowWithNames",1,1
"22.6.2.12","TabSeparatedRawWithNamesAndTypes",1,1
"22.6.2.12","TSKV",1,1
"22.6.2.12","TSVRaw",1,1
"22.6.2.12","Values",1,1
"22.6.2.12","JSONStringsEachRow",1,1
"22.6.2.12","TabSeparatedWithNamesAndTypes",1,1
"22.6.2.12","TSVRawWithNames",1,1
"22.6.2.12","JSONCompactEachRowWithNamesAndTypes",1,1
"22.6.2.12","CustomSeparatedIgnoreSpacesWithNamesAndTypes",1,0
"22.6.2.12","TabSeparatedRaw",1,1
"22.6.2.12","TSVWithNames",1,1
"22.6.2.12","JSONEachRow",1,1
