"ch_version","name","case_insensitive","alias_to"
"23.3.8.23.altinityfips","JSON",1,""
"23.3.8.23.altinityfips","Polygon",0,""
"23.3.8.23.altinityfips","Ring",0,""
"23.3.8.23.altinityfips","Point",0,""
"23.3.8.23.altinityfips","SimpleAggregateFunction",0,""
"23.3.8.23.altinityfips","IntervalQuarter",0,""
"23.3.8.23.altinityfips","IntervalMonth",0,""
"23.3.8.23.altinityfips","Int64",0,""
"23.3.8.23.altinityfips","IntervalDay",0,""
"23.3.8.23.altinityfips","IntervalHour",0,""
"23.3.8.23.altinityfips","IPv4",0,""
"23.3.8.23.altinityfips","IntervalSecond",0,""
"23.3.8.23.altinityfips","LowCardinality",0,""
"23.3.8.23.altinityfips","Int16",0,""
"23.3.8.23.altinityfips","UInt256",0,""
"23.3.8.23.altinityfips","AggregateFunction",0,""
"23.3.8.23.altinityfips","MultiPolygon",0,""
"23.3.8.23.altinityfips","IPv6",0,""
"23.3.8.23.altinityfips","Nothing",0,""
"23.3.8.23.altinityfips","Decimal256",1,""
"23.3.8.23.altinityfips","Tuple",0,""
"23.3.8.23.altinityfips","Array",0,""
"23.3.8.23.altinityfips","IntervalMicrosecond",0,""
"23.3.8.23.altinityfips","Bool",1,""
"23.3.8.23.altinityfips","Enum16",0,""
"23.3.8.23.altinityfips","IntervalMinute",0,""
"23.3.8.23.altinityfips","FixedString",0,""
"23.3.8.23.altinityfips","String",0,""
"23.3.8.23.altinityfips","DateTime",1,""
"23.3.8.23.altinityfips","Object",0,""
"23.3.8.23.altinityfips","Map",0,""
"23.3.8.23.altinityfips","UUID",0,""
"23.3.8.23.altinityfips","Decimal64",1,""
"23.3.8.23.altinityfips","Nullable",0,""
"23.3.8.23.altinityfips","Enum",1,""
"23.3.8.23.altinityfips","Int32",0,""
"23.3.8.23.altinityfips","UInt8",0,""
"23.3.8.23.altinityfips","Date",1,""
"23.3.8.23.altinityfips","Decimal32",1,""
"23.3.8.23.altinityfips","UInt128",0,""
"23.3.8.23.altinityfips","Float64",0,""
"23.3.8.23.altinityfips","Nested",0,""
"23.3.8.23.altinityfips","UInt16",0,""
"23.3.8.23.altinityfips","IntervalMillisecond",0,""
"23.3.8.23.altinityfips","Int128",0,""
"23.3.8.23.altinityfips","Decimal128",1,""
"23.3.8.23.altinityfips","Int8",0,""
"23.3.8.23.altinityfips","Decimal",1,""
"23.3.8.23.altinityfips","Int256",0,""
"23.3.8.23.altinityfips","DateTime64",1,""
"23.3.8.23.altinityfips","Enum8",0,""
"23.3.8.23.altinityfips","DateTime32",1,""
"23.3.8.23.altinityfips","Date32",1,""
"23.3.8.23.altinityfips","IntervalWeek",0,""
"23.3.8.23.altinityfips","UInt64",0,""
"23.3.8.23.altinityfips","IntervalNanosecond",0,""
"23.3.8.23.altinityfips","IntervalYear",0,""
"23.3.8.23.altinityfips","UInt32",0,""
"23.3.8.23.altinityfips","Float32",0,""
"23.3.8.23.altinityfips","bool",1,"Bool"
"23.3.8.23.altinityfips","INET6",1,"IPv6"
"23.3.8.23.altinityfips","INET4",1,"IPv4"
"23.3.8.23.altinityfips","ENUM",1,"Enum"
"23.3.8.23.altinityfips","BINARY",1,"FixedString"
"23.3.8.23.altinityfips","GEOMETRY",1,"String"
"23.3.8.23.altinityfips","NATIONAL CHAR VARYING",1,"String"
"23.3.8.23.altinityfips","BINARY VARYING",1,"String"
"23.3.8.23.altinityfips","NCHAR LARGE OBJECT",1,"String"
"23.3.8.23.altinityfips","NATIONAL CHARACTER VARYING",1,"String"
"23.3.8.23.altinityfips","boolean",1,"Bool"
"23.3.8.23.altinityfips","NATIONAL CHARACTER LARGE OBJECT",1,"String"
"23.3.8.23.altinityfips","NATIONAL CHARACTER",1,"String"
"23.3.8.23.altinityfips","NATIONAL CHAR",1,"String"
"23.3.8.23.altinityfips","CHARACTER VARYING",1,"String"
"23.3.8.23.altinityfips","LONGBLOB",1,"String"
"23.3.8.23.altinityfips","TINYBLOB",1,"String"
"23.3.8.23.altinityfips","MEDIUMTEXT",1,"String"
"23.3.8.23.altinityfips","TEXT",1,"String"
"23.3.8.23.altinityfips","VARCHAR2",1,"String"
"23.3.8.23.altinityfips","CHARACTER LARGE OBJECT",1,"String"
"23.3.8.23.altinityfips","DOUBLE PRECISION",1,"Float64"
"23.3.8.23.altinityfips","LONGTEXT",1,"String"
"23.3.8.23.altinityfips","NVARCHAR",1,"String"
"23.3.8.23.altinityfips","INT1 UNSIGNED",1,"UInt8"
"23.3.8.23.altinityfips","VARCHAR",1,"String"
"23.3.8.23.altinityfips","CHAR VARYING",1,"String"
"23.3.8.23.altinityfips","MEDIUMBLOB",1,"String"
"23.3.8.23.altinityfips","NCHAR",1,"String"
"23.3.8.23.altinityfips","VARBINARY",1,"String"
"23.3.8.23.altinityfips","CHAR",1,"String"
"23.3.8.23.altinityfips","SMALLINT UNSIGNED",1,"UInt16"
"23.3.8.23.altinityfips","TIMESTAMP",1,"DateTime"
"23.3.8.23.altinityfips","FIXED",1,"Decimal"
"23.3.8.23.altinityfips","TINYTEXT",1,"String"
"23.3.8.23.altinityfips","NUMERIC",1,"Decimal"
"23.3.8.23.altinityfips","DEC",1,"Decimal"
"23.3.8.23.altinityfips","TIME",1,"Int64"
"23.3.8.23.altinityfips","FLOAT",1,"Float32"
"23.3.8.23.altinityfips","SET",1,"UInt64"
"23.3.8.23.altinityfips","TINYINT UNSIGNED",1,"UInt8"
"23.3.8.23.altinityfips","INTEGER UNSIGNED",1,"UInt32"
"23.3.8.23.altinityfips","INT UNSIGNED",1,"UInt32"
"23.3.8.23.altinityfips","CLOB",1,"String"
"23.3.8.23.altinityfips","MEDIUMINT UNSIGNED",1,"UInt32"
"23.3.8.23.altinityfips","BLOB",1,"String"
"23.3.8.23.altinityfips","REAL",1,"Float32"
"23.3.8.23.altinityfips","SMALLINT",1,"Int16"
"23.3.8.23.altinityfips","INTEGER SIGNED",1,"Int32"
"23.3.8.23.altinityfips","NCHAR VARYING",1,"String"
"23.3.8.23.altinityfips","INT SIGNED",1,"Int32"
"23.3.8.23.altinityfips","TINYINT SIGNED",1,"Int8"
"23.3.8.23.altinityfips","BIGINT SIGNED",1,"Int64"
"23.3.8.23.altinityfips","BINARY LARGE OBJECT",1,"String"
"23.3.8.23.altinityfips","SMALLINT SIGNED",1,"Int16"
"23.3.8.23.altinityfips","YEAR",1,"UInt16"
"23.3.8.23.altinityfips","MEDIUMINT",1,"Int32"
"23.3.8.23.altinityfips","INTEGER",1,"Int32"
"23.3.8.23.altinityfips","INT1 SIGNED",1,"Int8"
"23.3.8.23.altinityfips","BIT",1,"UInt64"
"23.3.8.23.altinityfips","BIGINT UNSIGNED",1,"UInt64"
"23.3.8.23.altinityfips","BYTEA",1,"String"
"23.3.8.23.altinityfips","INT",1,"Int32"
"23.3.8.23.altinityfips","SINGLE",1,"Float32"
